연도,선수_ID,선수명,포지션,데이터유무
2021,55435,차승준,타자,X
2021,76455,차우찬,투수,O
2021,65241,채원후,투수,O
2021,79192,채은성,타자,O
2021,69804,채현우,타자,X
2021,50054,천성호,타자,O
2021,67905,천재환,타자,X
2021,52208,천현재,타자,X
2021,69802,최경모,타자,X
2021,62966,최금강,투수,O
2021,79140,최동환,투수,O
2021,54112,최명경,타자,X
2021,55268,최민석,투수,X
2021,63895,최민재,타자,O
2021,68856,최민준,투수,O
2021,65157,최민창,타자,O
2021,68909,최보성,타자,O
2021,68805,최상민,타자,X
2021,64718,최설우,투수,O
2021,51007,최성민,타자,X
2021,66920,최성영,투수,X
2021,62146,최성훈,투수,O
2021,50298,최세창,투수,O
2021,65905,최승민,타자,O
2021,51264,최승용,투수,O
2021,61197,최영진,타자,O
2021,64213,최용제,타자,O
2021,50650,최용준,투수,O
2021,54903,최우석,투수,X
2021,66963,최우재,타자,O
2021,52103,최원영,타자,X
2021,66606,최원준,타자,O
2021,67263,최원준,투수,O
2021,65320,최원태,투수,O
2021,68036,최이준,투수,X
2021,50707,최인호,타자,O
2021,78288,최재훈,타자,O
2021,75847,최정,타자,O
2021,62893,최정민,타자,O
2021,65464,최정용,타자,O
2021,69992,최정원,타자,O
2021,51574,최종은,타자,O
2021,50206,최종인,투수,X
2021,76267,최주환,타자,O
2021,50556,최준용,투수,O
2021,68868,최준우,타자,X
2021,53259,최준호,투수,X
2021,52206,최지강,투수,X
2021,67421,최지광,투수,O
2021,52639,최지민,투수,X
2021,50854,최지훈,타자,O
2021,68419,최채흥,투수,O
2021,66451,최충연,투수,X
2021,68501,최하늘,투수,X
2021,62884,최항,타자,O
2021,54803,최현석,투수,X
2021,72443,최형우,타자,O
2021,51817,추신수,타자,O
2021,68362,추재현,타자,O
2021,55146,치리노스,투수,X
2021,54444,카디네스,타자,X
2021,54920,카스타노,투수,X
2021,51722,카펜터,투수,O
2021,55208,케이브,타자,X
2021,69103,켈리,투수,O
2021,54452,코너,투수,X
2021,55138,코엔 윈,투수,X
2021,55257,콜어빈,투수,X
2021,69032,쿠에바스,투수,O
2021,51309,크레익,타자,O
2021,54612,크로우,투수,X
2021,52827,크론,타자,X
2021,50815,킹험,투수,O
2021,53909,태너,투수,X
2021,69652,터커,타자,O
2021,52712,터크먼,타자,X
2021,55130,톨허스트,투수,X
2021,52606,파노니,투수,X
2021,51967,파슨스,투수,O
2021,55032,패트릭,투수,X
2021,52720,페냐,투수,X
2021,53913,페디,투수,X
2021,54730,페라자,타자,X
2021,51714,페레즈,타자,O
2021,69209,페르난데스,타자,O
2021,55730,폰세,투수,X
2021,51863,폰트,투수,O
2021,52366,푸이그,타자,X
2021,51567,프랑코,투수,O
2021,51324,프레이타스,타자,O
2021,52145,플럿코,투수,X
2021,55734,플로리얼,타자,X
2021,51463,피렐라,타자,O
2021,52526,피터스,타자,X
2021,64350,하영민,투수,X
2021,69813,하재훈,타자,X
2021,62700,하주석,타자,O
2021,69991,하준수,투수,X
2021,68639,하준영,투수,X
2021,78517,하준호,투수,O
2021,54930,하트,투수,X
2021,52710,한경빈,타자,X
2021,68525,한동희,타자,O
2021,68092,한두솔,투수,X
2021,64101,한석현,타자,O
2021,50726,한승주,투수,X
2021,63722,한승택,타자,O
2021,61666,한승혁,투수,O
2021,66557,한승혁,투수,O
2021,55506,한승현,타자,X
2021,62895,한유섬,타자,O
2021,51994,한재승,투수,X
2021,50903,한재환,타자,X
2021,68646,한준수,타자,X
2021,51058,한차현,투수,O
2021,52568,한태양,타자,X
2021,62363,한현희,투수,O
2021,63248,함덕주,투수,O
2021,55440,함수호,타자,X
2021,50108,함창건,타자,X
2021,79240,허경민,타자,O
2021,69706,허관회,타자,O
2021,77243,허도환,타자,O
2021,50449,허윤동,투수,O
2021,52764,허인서,타자,X
2021,65399,허정협,타자,O
2021,52119,허준혁,투수,X
2021,54354,헤이수스,투수,X
2021,68260,현도훈,투수,O
2021,50840,현원회,타자,X
2021,68730,호잉,타자,O
2021,61643,홍건희,투수,O
2021,55897,홍대인,타자,X
2021,55267,홍민규,투수,X
2021,50596,홍민기,투수,O
2021,78247,홍상삼,투수,O
2021,62655,홍성민,투수,O
2021,66233,홍성호,타자,X
2021,69643,홍원빈,투수,X
2021,50430,홍원표,투수,X
2021,65496,홍정우,투수,O
2021,50600,홍종표,타자,X
2021,66108,홍창기,타자,O
2021,67005,홍현빈,타자,O
2021,55855,화이트,투수,X
2021,66207,황경태,타자,O
2021,65610,황대인,타자,O
2021,50441,황동재,투수,X
2021,52641,황동하,투수,X
2021,50500,황성빈,타자,X
2021,64760,황영국,투수,O
2021,54795,황영묵,타자,X
2021,62908,황윤호,타자,O
2021,76313,황재균,타자,O
2021,54729,황준서,투수,X
2021,53375,후라도,투수,X
